Keyword;Position;Previous Position;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends;Timestamp
"1930s short hair";"64";"76";"20";"79.83";"0.00";"http://hairstylefoto.com/1930s-hairstyles-long-hair/";"0.00";"0.00";"0.14";"679000";"1.00,1.00,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,1.00";"1484997791"
"round face long hairstyles men";"43";"0";"50";"78.78";"0.00";"http://hairstylefoto.com/long-hairstyle-for-round-face-men/";"0.00";"0.00";"0.00";"2300000";"0.78,1.00,1.00,0.33,1.00,0.11,0.22,0.11,0.56,1.00,1.00,0.44";"1482223655"
"27 piece hair weave styles pictures";"41";"23";"880";"76.59";"0.03";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.00";"0.00";"0.52";"2890000";"0.54,0.03,0.44,0.04,0.44,0.15,0.29,0.01,0.15,1.00,0.03,0.03";"1485154041"
"bang ideas for long hair";"40";"0";"90";"87.76";"0.00";"http://hairstylefoto.com/bang-ideas-for-long-hair/";"0.00";"0.00";"0.00";"21000000";"0.53,0.65,0.65,1.00,0.65,0.53,0.41,0.29,0.24,0.18,0.41,0.53";"1482909241"
"pictures black hair sew in styles";"16";"15";"20";"73.97";"0.40";"http://hairstylefoto.com/black-sew-in-weave-hairstyles-pictures/";"0.00";"0.00";"0.47";"2000000";"0.20,0.20,0.40,0.40,0.40,0.20,0.40,0.60,0.60,0.40,0.40,1.00";"1484410177"
"finger waves medium hair";"35";"0";"40";"83.86";"2.00";"http://hairstylefoto.com/finger-waves-on-long-hair/";"0.00";"0.00";"0.05";"6420000";"0.78,0.22,0.33,0.78,0.33,0.33,0.56,0.11,0.56,1.00,1.00,0.22";"1482396679"
"long hair or bob";"34";"0";"50";"88.97";"0.00";"http://hairstylefoto.com/long-hair-to-bob/";"0.00";"0.00";"0.02";"10400000";"0.44,0.44,0.56,0.11,0.56,0.11,0.33,0.33,1.00,0.56,0.56,1.00";"1482277996"
"waterfall braid with curls short hair";"74";"86";"90";"85.93";"0.00";"http://hairstylefoto.com/waterfall-braid-wedding-hair/";"0.00";"0.00";"0.03";"520000";"0.44,0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11";"1485271259"
"asymmetrical bob styles";"55";"57";"30";"83.49";"0.00";"http://hairstylefoto.com/long-asymmetrical-bob/";"0.00";"0.00";"0.00";"2040000";"0.50,0.50,0.75,1.00,0.75,1.00,0.75,0.75,0.50,0.50,0.50,0.75";"1483131296"
"black ombre hairstyles";"31";"38";"50";"83.24";"1.96";"http://hairstylefoto.com/black-ombre-hairstyles/";"0.00";"0.00";"0.15";"22400000";"0.57,0.71,0.43,0.43,0.57,0.57,0.71,0.43,0.71,1.00,1.00,0.43";"1482978595"
"black hair short styles";"63";"35";"480";"82.75";"0.00";"http://hairstylefoto.com/short-styles-for-black-hair-2014/";"0.00";"0.00";"0.17";"7710000";"0.82,1.00,0.67,0.82,0.67,0.30,0.24,0.44,0.67,0.82,0.67,0.24";"1485143592"
"flappers hairstyles long hair";"11";"23";"10";"75.41";"0.00";"http://hairstylefoto.com/1920s-flapper-hairstyles-for-long-hair/";"0.00";"0.00";"0.00";"514000";"0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.25";"1482497551"
"shaghaircut";"94";"0";"50";"85.95";"0.00";"http://hairstylefoto.com/short-shag-haircut-pictures/";"0.00";"0.00";"0.12";"578000";"0.78,0.11,0.33,1.00,0.33,0.22,0.56,0.22,0.56,1.00,1.00,0.11";"1482220986"
"short hairstyles for women over 55";"24";"26";"40";"86.16";"2.37";"http://hairstylefoto.com/short-hairstyles-for-women-over-55/";"0.00";"0.00";"0.18";"16100000";"0.43,0.57,1.00,0.71,0.43,0.43,0.57,0.43,0.29,0.29,0.71,1.00";"1483076239"
"long hairstyles for fine thin hair";"47";"77";"50";"84.32";"0.00";"http://hairstylefoto.com/long-hairstyles-for-thin-fine-hair/";"0.00";"0.00";"0.21";"16600000";"1.00,0.57,1.00,0.71,0.71,0.43,0.71,0.71,0.43,0.43,0.71,0.71";"1482969900"
"sew in ponytail pictures";"41";"45";"20";"75.62";"0.00";"http://hairstylefoto.com/black-sew-in-hairstyles-pictures/";"0.00";"0.00";"0.05";"1460000";"0.20,0.20,0.20,0.20,0.00,0.40,0.60,1.00,0.40,0.20,0.40,0.80";"1485098008"
"wedding updo hairstyles short hair";"61";"27";"20";"83.16";"0.00";"http://hairstylefoto.com/wedding-updo-hairstyles-for-short-hair/";"0.00";"0.00";"0.06";"2060000";"0.50,0.25,0.50,0.75,1.00,1.00,0.50,0.50,0.25,0.25,0.25,0.25";"1485090667"
"short natural haircuts african american";"25";"18";"10";"76.85";"0.00";"http://hairstylefoto.com/african-american-short-natural-haircuts/";"0.00";"0.00";"0.07";"2610000";"0.25,0.25,0.25,0.25,0.25,0.00,0.25,0.75,1.00,0.75,0.50,0.25";"1482493696"
"haircuts layered medium";"57";"62";"20";"82.61";"0.00";"http://hairstylefoto.com/short-layered-medium-length-hairstyles/";"0.00";"0.00";"0.06";"1600000";"1.00,0.75,0.50,0.25,0.75,1.00,0.25,0.25,0.25,0.25,0.25,0.50";"1485092510"
"medium haircuts for fine thin hair";"71";"0";"30";"76.52";"1.44";"http://hairstylefoto.com/short-to-medium-haircuts-for-thin-hair/";"0.00";"0.00";"0.26";"2560000";"0.75,1.00,0.50,1.00,0.75,0.75,0.75,0.75,0.50,0.75,1.00,0.50";"1483111461"
"asymmetrical bob african american hair";"71";"0";"50";"84.41";"0.00";"http://hairstylefoto.com/hairs/short-hairstyles/short-bob-hairstyles/";"0.00";"0.00";"0.01";"500000";"0.07,0.14,0.21,0.07,0.50,0.64,0.79,0.36,0.07,0.14,0.29,1.00";"1482974206"
"birthday girl hairstyles";"17";"16";"90";"85.03";"0.00";"http://hairstylefoto.com/birthday-girl-hairstyles/";"0.00";"0.00";"0.06";"26100000";"0.56,0.78,0.78,0.78,1.00,1.00,1.00,1.00,1.00,0.78,1.00,0.78";"1482885320"
"thick mid length hairstyles";"72";"0";"10";"84.24";"0.00";"http://hairstylefoto.com/short-to-mid-length-hairstyles-for-thick-hair/";"0.00";"0.00";"0.00";"2350000";"0.33,0.33,0.33,0.33,0.33,1.00,0.33,1.00,0.67,0.33,0.33,0.33";"1484707186"
"punk anime boys";"90";"0";"20";"80.54";"0.00";"http://hairstylefoto.com/short-punk-hairstyles-for-guys/";"0.00";"0.00";"0.00";"26500000";"1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,0.50,1.00,0.50,1.00";"1484466450"
"haircut for round and chubby face";"46";"51";"10";"75.49";"0.00";"http://hairstylefoto.com/long-hairstyles-for-round-chubby-faces/";"0.00";"0.00";"0.00";"536000";"0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1485101875"
"senegalese twist on short hair";"73";"0";"50";"74.55";"0.00";"http://hairstylefoto.com/twists-for-short-hair/";"0.00";"0.00";"0.02";"531000";"0.56,0.44,0.56,0.78,0.78,0.78,0.78,1.00,0.44,0.22,0.22,0.22";"1482961991"
"asian cute hairstyles";"34";"0";"10";"64.12";"0.00";"http://hairstylefoto.com/cute-asian-short-hairstyles/";"0.00";"0.00";"0.00";"13000000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50";"1484600464"
"asian cute hairstyles";"33";"27";"10";"64.12";"0.00";"http://hairstylefoto.com/cute-asian-hairstyles-for-long-hair/";"0.00";"0.00";"0.00";"13000000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50";"1484600464"
"cute 13 yr old girls";"62";"62";"40";"90.94";"0.00";"http://hairstylefoto.com/13-year-old-girl-hairstyles/";"0.00";"0.00";"0.11";"33900000";"0.71,1.00,0.57,0.71,1.00,0.29,0.57,0.57,0.29,0.57,0.71,0.57";"1483057512"
"hairstyles for long hair for school easy";"37";"0";"10";"87.76";"0.00";"http://hairstylefoto.com/easy-back-to-school-hairstyles-for-long-hair/";"0.00";"0.00";"0.03";"2890000";"0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.50,0.50,1.00,0.50,1.00";"1484631647"
"flattering hairstyles for long faces";"53";"58";"20";"84.94";"0.00";"http://hairstylefoto.com/flattering-hairstyles-for-long-faces/";"0.00";"0.00";"0.06";"2120000";"1.00,0.67,0.67,0.33,0.67,0.33,0.33,0.33,0.67,0.33,0.67,0.67";"1485067820"
"celebrities with long faces";"30";"27";"260";"82.81";"0.00";"http://hairstylefoto.com/celebrities-with-long-faces/";"0.00";"0.00";"0.01";"2260000";"1.00,0.81,0.81,0.81,1.00,0.53,0.66,0.81,0.81,0.81,1.00,0.81";"1482778211"
"taper fade photos";"60";"48";"30";"73.01";"0.06";"http://hairstylefoto.com/taper-fade-with-long-hair/";"0.00";"0.00";"0.05";"506000";"1.00,0.40,0.60,0.60,0.60,0.60,0.80,0.80,0.40,0.80,0.80,0.80";"1484836865"
"tapered layered haircut";"46";"19";"90";"76.37";"0.00";"http://hairstylefoto.com/short-layered-haircut-slightly-tapered-on-the-sides-and-back/";"0.00";"0.00";"0.06";"628000";"0.57,0.43,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.43";"1485285726"
"hairstyles for 80 year old woman";"35";"39";"30";"84.15";"0.03";"http://hairstylefoto.com/short-hairstyles-for-women-over-60-years-old/";"0.00";"0.00";"0.22";"3120000";"1.00,0.29,0.14,0.29,0.43,1.00,0.14,1.00,0.14,0.14,0.43,0.71";"1483160529"
"dread lock styles for men";"86";"73";"40";"79.76";"0.03";"http://hairstylefoto.com/short-dreadlock-hairstyles-for-men/";"0.00";"0.00";"0.31";"979000";"0.43,0.71,0.71,0.43,1.00,1.00,0.57,0.71,0.29,0.57,0.43,0.29";"1483086995"
"straight black weave";"18";"20";"70";"83.27";"0.04";"http://hairstylefoto.com/straight-black-weave-hairstyles/";"0.00";"0.00";"0.52";"7770000";"0.44,0.56,0.33,0.56,0.56,1.00,1.00,0.78,0.78,0.78,0.56,0.78";"1482919004"
"side ponytail hairstyles for medium hair";"47";"62";"10";"85.78";"0.00";"http://hairstylefoto.com/side-ponytail-hairstyles-for-short-hair/";"0.00";"0.00";"0.00";"3620000";"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00";"1484631486"
"short mohawk styles for women";"67";"0";"50";"74.00";"0.00";"http://hairstylefoto.com/short-black-mohawk-hairstyles/";"0.00";"0.00";"0.02";"2520000";"0.22,0.78,1.00,1.00,0.44,0.33,0.22,0.78,0.22,0.44,0.22,0.22";"1482977000"
"cute short hairstyle for black women";"90";"0";"70";"81.05";"0.00";"http://hairstylefoto.com/cute-updos-for-black-women/";"0.00";"0.00";"0.18";"2290000";"0.33,0.11,0.78,0.22,0.78,1.00,0.44,1.00,0.44,0.22,0.22,0.11";"1482107508"
"short bob hairstyles on black women";"78";"0";"20";"77.17";"0.00";"http://hairstylefoto.com/short-bob-hairstyles-for-black-women-pictures/";"0.00";"0.00";"0.00";"16200000";"1.00,0.60,0.20,0.20,0.80,0.20,0.20,0.40,0.80,0.60,0.80,0.40";"1484512856"
"layered hairstyles for thick hair with bangs";"82";"0";"20";"83.56";"0.00";"http://hairstylefoto.com/short-hairstyles-for-thick-hair-with-bangs/";"0.00";"0.00";"0.13";"1970000";"0.50,0.50,0.25,0.25,0.25,0.25,1.00,0.50,0.50,0.50,0.75,0.25";"1485083555"
"hairstyles long length";"36";"29";"30";"84.18";"0.00";"http://hairstylefoto.com/mid-long-length-hairstyles/";"0.00";"0.00";"0.02";"68100000";"0.50,0.50,0.50,1.00,0.75,1.00,0.50,0.75,0.50,0.75,1.00,1.00";"1483100448"
"hairstyles for round faces and wavy hair";"68";"66";"10";"86.36";"0.00";"http://hairstylefoto.com/short-hairstyles-for-thick-wavy-hair-and-round-faces/";"0.00";"0.00";"0.14";"2450000";"0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50,1.00,0.50";"1482493983"
"haircut styles for women over 40";"54";"0";"10";"82.12";"0.00";"http://hairstylefoto.com/short-hairstyles-for-women-over-40-with-glasses/";"0.00";"0.00";"0.17";"5810000";"1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00";"1484591661"
"natural hairstyles for beach";"49";"0";"50";"78.89";"0.00";"http://hairstylefoto.com/beach-boy-hairstyles/";"0.00";"0.00";"0.09";"39900000";"0.78,0.56,0.56,0.11,0.56,0.11,1.00,0.78,0.33,0.56,0.56,0.22";"1482245718"
"hairstyle for heart shaped";"70";"0";"10";"84.47";"0.00";"http://hairstylefoto.com/short-hairstyles-for-heart-shaped-faces-and-thick-hair/";"0.00";"0.00";"0.00";"654000";"0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.25";"1484709989"
"short hair with side bangs";"38";"34";"880";"82.34";"0.20";"http://hairstylefoto.com/short-bob-hairstyles-with-side-bangs/";"0.00";"0.00";"0.02";"12500000";"0.55,0.55,0.55,0.68,0.68,0.68,0.55,0.55,0.77,0.77,1.00,1.00";"1484356081"
"cute short hairstyles for black teenage girls";"21";"0";"40";"82.45";"0.02";"http://hairstylefoto.com/cute-hairstyles-for-black-teenage-girls/";"0.00";"0.00";"0.18";"7500000";"1.00,1.00,0.22,0.78,0.22,0.33,0.44,0.11,0.44,0.78,0.78,1.00";"1482407886"
"blunt style haircuts";"61";"59";"30";"87.10";"0.19";"http://hairstylefoto.com/blunt-cut-hairstyles-for-long-hair/";"0.00";"0.00";"0.01";"1840000";"0.33,1.00,1.00,1.00,0.67,1.00,0.67,1.00,0.67,1.00,0.67,1.00";"1483154261"
"best hairstyle for heart shaped face with fine hair";"45";"0";"10";"74.12";"0.00";"http://hairstylefoto.com/short-hairstyles-for-heart-shaped-faces-and-fine-hair/";"0.00";"0.00";"0.02";"5820000";"0.50,0.50,0.50,1.00,1.00,1.00,0.50,0.50,0.50,0.50,0.50,1.00";"1484622037"
"best hairstyle for heart shaped face with fine hair";"46";"0";"10";"74.12";"0.00";"http://hairstylefoto.com/short-hairstyles-for-heart-shaped-faces-with-fine-hair/";"0.00";"0.00";"0.02";"5820000";"0.50,0.50,0.50,1.00,1.00,1.00,0.50,0.50,0.50,0.50,0.50,1.00";"1484622037"
"2014 long layered hairstyles";"24";"0";"10";"80.00";"0.00";"http://hairstylefoto.com/2014-long-layered-haircuts/";"0.00";"0.00";"0.00";"18300000";"0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00";"1484627315"
"mohawks black hair";"41";"62";"40";"77.65";"0.00";"http://hairstylefoto.com/mohawks-black-hairstyles/";"0.00";"0.00";"0.01";"2130000";"0.57,0.43,0.57,0.29,0.43,0.43,0.43,0.71,0.43,0.71,0.71,1.00";"1483051532"
"long black straight hair";"38";"42";"90";"86.09";"0.00";"http://hairstylefoto.com/long-black-straight-hair/";"0.00";"0.00";"0.30";"6250000";"0.78,0.78,0.78,1.00,0.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1482898726"
"back view long hair";"18";"0";"90";"74.42";"0.00";"http://hairstylefoto.com/layered-long-hairstyles-back-view/";"0.00";"0.00";"0.00";"197000000";"0.22,0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11";"1481960316"
"black boy with straight hair";"17";"0";"70";"86.55";"0.00";"http://hairstylefoto.com/black-guys-with-straight-hair/";"0.00";"0.00";"0.00";"30500000";"0.56,0.56,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,0.56";"1482113315"
"kids layered hairstyles";"58";"0";"50";"72.39";"0.00";"http://hairstylefoto.com/long-hairstyles-for-kids/";"0.00";"0.00";"0.08";"4160000";"0.45,0.45,0.82,0.45,0.82,1.00,0.45,0.18,0.18,0.27,0.18,0.36";"1482976000"
"boy hair color style";"46";"0";"90";"82.32";"0.00";"http://hairstylefoto.com/boys-hair-color/";"0.00";"0.00";"0.08";"4780000";"0.11,0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78";"1481954772"
"bradley cooper haircut";"80";"75";"1000";"80.13";"0.00";"http://hairstylefoto.com/bradley-cooper-long-hairstyle/";"0.00";"0.00";"0.01";"823000";"0.30,0.55,0.62,0.55,0.62,0.62,0.62,0.81,0.81,0.81,1.00,0.81";"1484343796"
"short hair hats";"63";"82";"40";"81.03";"0.14";"http://hairstylefoto.com/womens-winter-hats-for-short-hair/";"0.00";"0.00";"0.57";"3750000";"0.80,0.80,1.00,0.80,1.00,0.60,0.80,0.60,0.80,0.60,0.60,0.60";"1483078872"
"youtube short black hairstyles";"57";"0";"30";"99.93";"0.27";"http://hairstylefoto.com/cute-hairstyles-for-long-hair-youtube/";"0.00";"0.00";"0.42";"6440000";"0.80,0.80,0.40,0.60,0.60,1.00,0.60,0.60,0.40,0.60,0.20,0.60";"1484819608"
"youtube short black hairstyles";"55";"53";"30";"99.93";"0.27";"http://hairstylefoto.com/hairstyles-for-long-hair-youtube/";"0.00";"0.00";"0.42";"6440000";"0.80,0.80,0.40,0.60,0.60,1.00,0.60,0.60,0.40,0.60,0.20,0.60";"1484819608"
"long bob bangs";"46";"0";"260";"85.74";"0.00";"http://hairstylefoto.com/long-bob-bangs/";"0.00";"0.00";"0.02";"2810000";"1.00,0.81,0.66,0.66,0.66,0.81,0.81,0.81,1.00,0.66,0.81,0.81";"1482769604"
"photos of blonde highlights";"56";"67";"40";"90.02";"0.00";"http://hairstylefoto.com/long-hair-blonde-highlights-pictures/";"0.00";"0.00";"0.11";"5030000";"0.71,0.57,1.00,0.43,0.57,0.57,0.57,0.43,0.14,0.14,0.71,0.57";"1483084483"
"hairstyles for school short hair";"38";"0";"50";"84.90";"0.00";"http://hairstylefoto.com/short-hair-hairstyles-for-school/";"0.00";"0.00";"0.11";"18800000";"0.45,0.45,1.00,0.27,0.36,0.82,0.64,0.27,0.18,0.27,0.45,0.64";"1483016452"
"blue highlights black hair";"45";"61";"70";"87.25";"0.12";"http://hairstylefoto.com/black-hair-with-dark-blue-highlights/";"0.00";"0.00";"0.02";"5640000";"0.29,0.29,0.29,0.24,0.41,0.41,0.29,1.00,0.41,0.53,0.29,0.24";"1482924834"
"curly updo hair";"97";"0";"10";"93.86";"0.00";"http://hairstylefoto.com/updo-for-curly-long-hair/";"0.00";"0.00";"0.06";"2310000";"0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50";"1484702163"
"boy emo style";"53";"0";"10";"81.24";"0.00";"http://hairstylefoto.com/boy-emo-hairstyles/";"0.00";"0.00";"0.00";"1890000";"0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00";"1484591835"
"hairstyles for a party long hair";"91";"0";"90";"93.69";"0.00";"http://hairstylefoto.com/party-hairstyles-long-hair/";"0.00";"0.00";"0.17";"1620000";"0.22,0.11,0.11,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22";"1481927574"
"medium hairstyle for fine hair";"80";"0";"30";"68.82";"0.00";"http://hairstylefoto.com/medium-long-hairstyles-for-fine-hair/";"0.00";"0.00";"0.10";"4220000";"0.80,0.40,0.40,0.60,1.00,0.80,1.00,0.40,0.60,0.20,0.40,0.40";"1483138842"
"medium hairstyle for fine hair";"79";"0";"30";"68.82";"0.00";"http://hairstylefoto.com/short-to-medium-hairstyles-for-thin-fine-hair/";"0.00";"0.00";"0.10";"4220000";"0.80,0.40,0.40,0.60,1.00,0.80,1.00,0.40,0.60,0.20,0.40,0.40";"1483138842"
"mid length bob for round faces";"42";"0";"50";"85.88";"0.00";"http://hairstylefoto.com/short-bob-for-round-face/";"0.00";"0.00";"0.06";"4560000";"0.44,1.00,0.56,0.11,0.56,0.11,1.00,0.78,0.33,0.56,0.56,0.44";"1482254645"
"rock hairstyle";"47";"0";"40";"76.51";"0.00";"http://hairstylefoto.com/punk-rock-hairstyles-long-hair/";"0.00";"0.00";"0.01";"24000000";"0.57,0.43,0.43,0.43,0.71,0.57,0.71,0.71,0.43,0.57,0.71,1.00";"1483083560"
"bob haircut long";"60";"0";"90";"90.44";"0.00";"http://hairstylefoto.com/long-a-line-bob-haircut/";"0.00";"0.00";"0.02";"18400000";"0.36,0.36,0.36,0.64,0.50,0.50,0.50,0.64,0.64,1.00,1.00,1.00";"1482908898"
"short ombre styles";"43";"0";"30";"82.88";"0.00";"http://hairstylefoto.com/short-ombre-hair-cuts/";"0.00";"0.00";"0.03";"1470000";"1.00,0.67,1.00,0.67,1.00,0.67,1.00,1.00,0.33,0.67,0.67,0.67";"1483163700"
"hairstyles for women thick hair";"49";"60";"10";"83.96";"0.00";"http://hairstylefoto.com/very-short-hairstyles-for-women-with-thick-hair/";"0.00";"0.00";"0.13";"13000000";"0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,1.00";"1484621168"
"curly hair styles guys";"59";"56";"30";"76.18";"0.00";"http://hairstylefoto.com/short-curly-hairstyles-for-guys/";"0.00";"0.00";"0.00";"29700000";"0.75,0.50,0.75,0.50,0.75,0.50,0.75,0.50,1.00,0.75,0.75,0.75";"1483141326"
"cute hairstyles for straight hair for school";"35";"0";"30";"83.70";"0.00";"http://hairstylefoto.com/cute-easy-hairstyles-for-long-straight-hair-for-school/";"0.00";"0.00";"0.00";"5360000";"1.00,0.29,0.14,0.14,0.14,0.57,0.57,0.43,0.57,0.57,0.71,0.14";"1483102151"
"pretty black womens";"33";"0";"390";"85.29";"0.47";"http://hairstylefoto.com/pics-of-pretty-black-girls/";"0.00";"0.00";"0.15";"5650000";"0.55,0.55,1.00,0.82,0.82,0.67,0.55,0.44,0.10,0.08,0.10,0.08";"1484368331"
"edgy short bob haircuts";"83";"0";"20";"83.18";"0.00";"http://hairstylefoto.com/short-edgy-haircuts/";"0.00";"0.00";"0.00";"2580000";"1.00,0.75,0.75,0.25,0.50,0.50,0.25,0.25,0.25,0.50,0.75,0.25";"1484409923"
"cute bun hairstyles";"90";"91";"1600";"88.28";"0.00";"http://hairstylefoto.com/cute-bun-hairstyles-for-short-hair/";"0.00";"0.00";"0.03";"1380000";"1.00,1.00,1.00,1.00,0.84,0.84,0.84,0.84,0.84,0.68,0.84,0.84";"1484357432"
"formal hair styles for long hair";"64";"44";"30";"85.18";"0.00";"http://hairstylefoto.com/long-hair-formal-hairstyles/";"0.00";"0.00";"0.01";"1020000";"0.75,1.00,1.00,0.25,0.25,0.50,0.75,0.50,0.50,0.50,0.75,0.50";"1484746300"
"pictures of braids hairstyles for kids";"37";"55";"40";"82.23";"0.00";"http://hairstylefoto.com/black-kids-braids-hairstyles-pictures/";"0.00";"0.00";"0.17";"3710000";"0.45,0.27,0.36,0.36,0.64,1.00,0.36,0.18,0.27,0.27,0.36,0.18";"1483066376"
"wedge hairstyles for fine hair";"19";"0";"20";"79.27";"0.00";"http://hairstylefoto.com/short-wedge-haircuts/";"0.00";"0.00";"0.57";"0";"0.50,0.25,0.75,0.50,0.50,0.25,0.25,0.50,0.25,1.00,0.50,0.25";"1484526114"
"long layers with fringe";"51";"0";"90";"84.66";"0.00";"http://hairstylefoto.com/long-layered-bob-hairstyles-with-fringe/";"0.00";"0.00";"0.00";"4280000";"0.57,0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71";"1481929225"
"long layers with fringe";"50";"0";"90";"84.66";"0.00";"http://hairstylefoto.com/long-layered-hairstyles-with-side-fringe/";"0.00";"0.00";"0.00";"4280000";"0.57,0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71";"1481929225"
"kinky weave styles";"96";"0";"40";"78.01";"0.30";"http://hairstylefoto.com/long-kinky-curly-weave/";"0.00";"0.00";"0.94";"1060000";"0.07,0.07,0.07,0.07,0.07,0.14,0.07,0.21,0.29,0.36,0.64,1.00";"1483058809"
"curly hairstyle for heart shaped face";"41";"0";"70";"82.60";"1.08";"http://hairstylefoto.com/short-curly-hairstyles-for-heart-shaped-faces/";"0.00";"0.00";"0.10";"3240000";"0.56,0.44,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00";"1481991408"
"popular hairstyles boys";"94";"0";"50";"79.07";"0.00";"http://hairstylefoto.com/kid-hairstyles-boys/";"0.00";"0.00";"0.00";"162000000";"0.44,0.78,0.33,1.00,0.33,0.22,0.56,0.56,0.11,0.33,0.33,0.33";"1482227856"
"medium layered styles";"85";"0";"10";"83.34";"1.87";"http://hairstylefoto.com/short-to-medium-layered-haircuts/";"0.00";"0.00";"0.02";"1030000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,1.00";"1482562758"
"quick updos for curly hair";"82";"0";"110";"78.86";"0.00";"http://hairstylefoto.com/quick-hairstyles-for-long-curly-hair/";"0.00";"0.00";"0.01";"1540000";"0.43,0.67,1.00,0.52,0.81,0.81,1.00,0.43,0.33,0.19,0.24,0.19";"1482883028"
"short hairstyles with bangs and layers";"28";"0";"170";"82.76";"0.16";"http://hairstylefoto.com/short-hairstyles-with-bangs-and-layers-for-round-faces/";"0.00";"0.00";"0.16";"2110000";"1.00,0.81,0.81,0.28,0.22,0.34,0.34,0.53,0.34,0.44,0.44,0.34";"1482814294"
"side bang hairstyles";"50";"73";"880";"87.73";"0.00";"http://hairstylefoto.com/side-bang-long-hairstyles/";"0.00";"0.00";"0.15";"8080000";"0.77,0.68,0.55,0.45,0.37,0.45,0.55,0.55,0.77,0.77,1.00,0.55";"1484357215"
"medium length hairstyles for curly hair round face";"71";"0";"30";"78.52";"0.00";"http://hairstylefoto.com/short-curly-hair-round-face/";"0.00";"0.00";"0.06";"4140000";"1.00,0.75,0.75,0.25,0.75,0.50,1.00,0.75,0.50,0.50,0.75,0.50";"1483145961"
"black hair with blonde underneath tumblr";"48";"48";"30";"58.88";"0.00";"http://hairstylefoto.com/black-hair-blonde-underneath/";"0.00";"0.00";"0.02";"29100000";"0.80,0.40,0.40,0.40,0.20,0.60,0.20,0.60,0.40,0.40,1.00,1.00";"1483111957"
"black hair with blonde underneath tumblr";"47";"0";"30";"58.88";"0.00";"http://hairstylefoto.com/black-hair-with-blonde-underneath/";"0.00";"0.00";"0.02";"29100000";"0.80,0.40,0.40,0.40,0.20,0.60,0.20,0.60,0.40,0.40,1.00,1.00";"1483111957"
"trendy hairstyles for boys";"99";"0";"40";"76.91";"0.00";"http://hairstylefoto.com/boys-trendy-haircuts/";"0.00";"0.00";"0.01";"1140000";"0.80,0.60,0.40,1.00,0.80,1.00,0.80,0.80,0.80,0.60,0.60,1.00";"1483085986"
"young long hairstyles";"50";"0";"90";"83.00";"0.00";"http://hairstylefoto.com/long-hairstyles-for-young-girls/";"0.00";"0.00";"0.03";"3490000";"0.22,0.11,0.56,0.22,0.56,1.00,0.33,1.00,0.33,0.11,0.11,0.11";"1485260065"
"short hair put up styles";"30";"81";"10";"88.20";"0.12";"http://hairstylefoto.com/put-up-hairstyles-for-short-hair/";"0.00";"0.00";"0.14";"3390000";"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1482512341"
"easy to do hair";"53";"0";"20";"88.78";"2.31";"http://hairstylefoto.com/easy-to-do-hairstyles-for-long-hair-step-by-step/";"0.00";"0.00";"0.26";"142000000";"0.33,0.67,0.67,0.67,1.00,1.00,1.00,0.67,0.67,1.00,0.67,0.67";"1484439980"
