Keyword;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic Cost (%);Competition;Number of Results;Trends
"emo styles for girls";"20";"85.85";"0.00";"http://hairstylefoto.com/short-emo-hairstyles-for-girls/";"0.00";"0.00";"14600000";"0.25,0.50,1.00,0.75,0.50,0.50,0.25,0.25,0.25,0.25,0.25,0.25"
"asymmetrical hair";"2400";"82.49";"1.35";"http://hairstylefoto.com/short-asymmetrical-haircut/";"0.00";"0.04";"1050000";"1.00,0.83,0.83,0.66,0.66,0.66,0.83,0.83,0.66,0.66,0.66,0.83"
"big nose black man";"390";"79.30";"0.00";"http://hairstylefoto.com/hairstyles-for-men-with-long-faces-and-big-noses/";"0.00";"0.00";"3480000";"1.00,0.24,0.24,0.55,0.24,0.03,0.01,0.06,0.82,0.55,0.55,0.44"
"hairstyle emo girl";"10";"80.33";"0.00";"http://hairstylefoto.com/short-emo-girl-haircuts/";"0.00";"0.00";"4270000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"cute braided updos for short hair";"30";"83.46";"0.00";"http://hairstylefoto.com/cute-easy-braided-hairstyles-for-short-hair/";"0.00";"0.01";"2750000";"0.75,1.00,0.50,1.00,1.00,0.75,1.00,1.00,0.50,0.50,0.75,0.50"
"layered long brown hair";"50";"86.26";"0.00";"http://hairstylefoto.com/ombre-for-long-brown-hair/";"0.00";"0.00";"5770000";"0.44,0.11,0.56,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.56"
"latest haircuts for 2014";"10";"84.84";"0.00";"http://hairstylefoto.com/the-latest-short-haircuts-for-2014/";"0.00";"0.00";"3910000";"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00"
"wavy hair and bangs";"70";"84.09";"0.00";"http://hairstylefoto.com/hairstyles-for-long-wavy-hair-with-bangs/";"0.00";"0.02";"823000";"1.00,1.00,0.71,0.71,1.00,1.00,0.71,0.57,1.00,0.71,1.00,1.00"
"hairstyles for round face long hair";"20";"87.33";"0.00";"http://hairstylefoto.com/haircut-for-round-face-long-hair/";"0.00";"0.01";"2660000";"0.75,0.50,0.50,0.25,0.25,0.50,0.25,0.25,0.50,0.25,1.00,0.75"
"emo boy hair styles";"20";"85.00";"0.00";"http://hairstylefoto.com/emo-boy-hairstyles/";"0.00";"0.00";"5200000";"1.00,0.50,1.00,1.00,1.00,0.50,0.50,0.50,1.00,1.00,0.50,0.50"
"cute sew in weave hairstyles";"40";"74.86";"0.00";"http://hairstylefoto.com/short-bob-sew-in-weave-hairstyles/";"0.00";"0.01";"3390000";"0.44,0.33,0.33,0.44,0.56,1.00,0.44,0.44,0.22,0.33,0.11,0.22"
"short hairstyles without bangs";"110";"88.62";"2.38";"http://hairstylefoto.com/short-haircuts-without-bangs/";"0.00";"0.07";"4600000";"0.82,0.82,1.00,1.00,1.00,1.00,0.82,1.00,0.82,0.64,0.82,1.00"
"new short weave hairstyles";"10";"80.23";"0.00";"http://hairstylefoto.com/black-women-short-weave-hairstyles/";"0.00";"0.14";"5600000";"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"toddler short hairstyles";"140";"78.62";"0.00";"http://hairstylefoto.com/short-hairstyles-for-toddler-girls/";"0.00";"0.10";"1980000";"1.00,0.82,0.82,1.00,0.82,0.82,1.00,1.00,0.65,0.24,0.29,0.53"
"hair style baby boy";"90";"78.48";"0.00";"http://hairstylefoto.com/baby-boy-haircuts/";"0.00";"0.00";"6860000";"0.14,0.14,0.14,0.57,0.14,1.00,0.43,0.14,0.14,0.71,0.71,0.71"
"black with ombre";"50";"86.31";"0.00";"http://hairstylefoto.com/black-to-ombre-hair/";"0.00";"0.02";"40800000";"1.00,0.71,0.57,0.71,0.43,0.57,0.57,0.57,0.57,0.71,1.00,0.57"
"girl faux hawk long hair";"40";"82.91";"0.00";"http://hairstylefoto.com/faux-hawk-for-long-hair/";"0.00";"0.00";"2430000";"0.22,0.22,0.22,0.11,0.22,0.33,0.44,1.00,0.44,0.78,0.56,0.33"
"nice hairstyles long hair";"10";"88.25";"0.00";"http://hairstylefoto.com/easy-nice-hairstyles-for-long-hair/";"0.00";"0.00";"10400000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"hair styles for long hair women";"10";"88.76";"0.00";"http://hairstylefoto.com/haircuts-for-women-with-long-hair/";"0.00";"0.05";"13600000";"0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50,0.50,1.00,1.00"
"all girl hairstyles";"30";"87.68";"0.00";"http://hairstylefoto.com/african-american-girl-hairstyles-toddler/";"0.00";"0.02";"5800000";"0.67,1.00,0.67,1.00,0.67,1.00,1.00,1.00,1.00,0.67,0.67,0.67"
"high hair updos";"10";"87.52";"0.00";"http://hairstylefoto.com/high-updo-wedding-hairstyle/";"0.00";"0.00";"3400000";"0.33,0.33,0.67,0.33,0.33,0.33,0.33,1.00,0.67,0.67,0.33,0.33"
"curly hairstyles for black boys";"70";"77.00";"0.00";"http://hairstylefoto.com/short-curly-hairstyles-for-black-men/";"0.00";"0.01";"44000000";"0.33,1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44"
"sew in hairstyles for black girls";"10";"84.18";"0.00";"http://hairstylefoto.com/cute-sew-in-hairstyles-for-black-people/";"0.00";"0.01";"7910000";"1.00,0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50"
"easy and cute hairstyles for long hair";"40";"81.93";"0.00";"http://hairstylefoto.com/simple-cute-hairstyles-for-long-hair/";"0.00";"0.02";"3390000";"0.43,0.43,0.57,1.00,0.29,0.43,0.71,0.71,0.71,0.57,0.71,0.43"
"two strand twist natural hair styles";"90";"80.98";"0.00";"http://hairstylefoto.com/natural-black-hairstyles-two-strand-twist/";"0.00";"0.12";"2250000";"0.33,0.19,0.14,0.24,0.33,0.43,0.67,1.00,0.81,0.19,0.19,0.19"
"pin up hairstyle for long hair";"30";"87.46";"1.00";"http://hairstylefoto.com/pin-up-updo-hairstyles-for-long-hair/";"0.00";"0.15";"1620000";"0.60,0.40,0.60,0.60,0.60,0.80,0.80,1.00,0.40,0.80,0.80,0.80"
"short choppy hair cut";"30";"81.85";"0.00";"http://hairstylefoto.com/short-choppy-haircut/";"0.00";"0.06";"768000";"0.40,0.40,0.20,0.20,0.60,0.60,0.40,0.40,0.40,1.00,0.60,0.60"
"little girls up dos";"50";"83.41";"0.14";"http://hairstylefoto.com/little-girl-hairstyles-for-weddings/";"0.00";"0.06";"2100000";"0.78,0.78,1.00,0.56,0.44,0.56,0.56,0.78,0.22,0.22,0.33,0.78"
"black cute kids";"30";"88.54";"0.00";"http://hairstylefoto.com/cute-black-kid/";"0.00";"0.00";"98100000";"1.00,0.71,0.43,0.57,0.43,0.29,0.43,0.43,0.43,0.43,0.29,0.43"
"older mens haircuts";"140";"80.10";"0.73";"http://hairstylefoto.com/short-hairstyles-for-older-men/";"0.00";"0.32";"1430000";"0.52,0.52,0.33,0.43,0.52,0.52,1.00,0.81,0.67,0.81,0.81,0.81"
"long curly half up hairstyles";"20";"85.15";"0.00";"http://hairstylefoto.com/wedding-hairstyles-for-long-curly-hair-half-up-half-down/";"0.00";"0.00";"20200000";"0.67,1.00,0.67,0.33,0.33,0.33,0.67,0.67,0.33,0.33,0.67,0.33"
"kids long hairstyles";"50";"84.79";"0.13";"http://hairstylefoto.com/long-hairstyles-for-kids/";"0.00";"0.10";"4420000";"0.64,0.45,0.45,0.45,0.45,1.00,0.36,0.36,0.36,0.45,0.45,0.45"
"short blonde hairstyle";"70";"79.54";"0.00";"http://hairstylefoto.com/short-blonde-hairstyles-for-thick-hair/";"0.00";"0.18";"18600000";"1.00,1.00,0.64,0.64,0.64,0.64,0.45,0.64,0.64,0.64,0.45,0.64"
"mens short receding hairstyles";"70";"78.49";"0.00";"http://hairstylefoto.com/short-hairstyles-for-men-with-receding-hairline/";"0.00";"0.00";"324000";"0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.44,1.00,0.22,0.22,0.56"
"permed long hair";"390";"84.87";"0.00";"http://hairstylefoto.com/permed-hairstyles-for-long-hair/";"0.00";"0.06";"678000";"0.29,0.36,0.36,0.54,0.67,0.67,0.54,1.00,1.00,0.82,0.54,0.29"
"black hairstyles braided";"40";"82.03";"0.00";"http://hairstylefoto.com/long-braided-black-hairstyles/";"0.00";"0.28";"84700000";"0.40,0.40,0.40,0.80,1.00,1.00,0.80,0.60,0.60,1.00,1.00,0.40"
"rihanna short hair tumblr";"30";"79.19";"0.00";"http://hairstylefoto.com/rihanna-short-cuts-hairstyles/";"0.00";"0.00";"3880000";"1.00,0.71,0.43,0.57,0.71,0.43,0.29,0.29,0.29,0.29,0.29,0.29"
"rihanna short hair tumblr";"30";"79.19";"0.00";"http://hairstylefoto.com/rihanna-short-cut/";"0.00";"0.00";"3880000";"1.00,0.71,0.43,0.57,0.71,0.43,0.29,0.29,0.29,0.29,0.29,0.29"
"very short asian hairstyles";"70";"77.18";"0.00";"http://hairstylefoto.com/short-asian-hairstyles-for-round-faces/";"0.00";"0.09";"6690000";"0.33,0.78,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.78"
"cute and easy hairstyles for straight hair";"20";"88.10";"0.00";"http://hairstylefoto.com/cute-easy-hairstyles-for-long-straight-hair/";"0.00";"0.00";"2190000";"0.67,1.00,0.33,0.67,1.00,1.00,0.67,1.00,0.33,0.33,1.00,0.33"
"violet black hair";"210";"86.31";"0.17";"http://hairstylefoto.com/violet-black-hair-color/";"0.00";"0.78";"3820000";"1.00,0.81,0.81,0.67,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.67"
"violet black hair";"210";"86.31";"0.17";"http://hairstylefoto.com/violet-black-hair-dye/";"0.00";"0.78";"3820000";"1.00,0.81,0.81,0.67,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.67"
"little mohawk";"50";"78.28";"0.00";"http://hairstylefoto.com/little-boy-mohawk/";"0.00";"0.05";"21600000";"0.80,0.60,0.80,1.00,1.00,0.80,0.80,1.00,1.00,1.00,1.00,1.00"
"hairstyles for thin hair photos";"50";"84.47";"0.00";"http://hairstylefoto.com/short-hairstyles-for-thin-hair-photos/";"0.00";"0.40";"2090000";"1.00,0.78,0.56,0.44,1.00,1.00,0.56,0.33,0.33,0.22,0.44,0.22"
"black hairstyles long bob";"50";"81.88";"0.12";"http://hairstylefoto.com/long-bob-hairstyles-for-black-women/";"0.00";"0.04";"8670000";"0.57,0.71,0.57,0.57,0.29,0.57,0.57,1.00,0.71,0.71,0.71,0.57"
"pixie haircut styles for curly hair";"10";"82.14";"0.00";"http://hairstylefoto.com/short-pixie-hairstyles-for-curly-hair/";"0.00";"0.10";"862000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"cheap sew ins";"170";"76.98";"0.19";"http://hairstylefoto.com/long-curly-sew-ins/";"0.00";"0.93";"1520000";"1.00,0.81,0.67,0.67,0.81,1.00,1.00,0.67,0.67,0.67,0.43,0.81"
"thick hair styles for men";"30";"72.42";"0.00";"http://hairstylefoto.com/long-hairstyles-for-men-with-thick-hair/";"0.00";"0.04";"32600000";"1.00,1.00,1.00,0.75,0.75,0.50,0.50,1.00,0.50,1.00,0.75,1.00"
"short concave hair";"70";"79.90";"0.00";"http://hairstylefoto.com/short-concave-bob-hairstyles/";"0.00";"0.00";"3030000";"0.11,0.11,0.11,0.44,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11"
"hairstyles tapered back";"70";"83.14";"0.00";"http://hairstylefoto.com/short-haircuts-tapered-back/";"0.00";"0.41";"11400000";"0.33,0.44,0.44,0.11,0.44,0.11,0.22,0.33,0.78,0.44,0.44,1.00"
"anime boys with long hair";"70";"85.90";"0.00";"http://hairstylefoto.com/black-guys-long-hair/";"0.00";"0.00";"8410000";"1.00,0.56,0.78,0.78,1.00,0.78,0.44,0.78,0.78,0.78,0.78,0.78"
"layered cuts for long hair";"320";"87.72";"0.00";"http://hairstylefoto.com/layered-cut-hairstyle-for-long-hair/";"0.00";"0.05";"731000";"0.67,0.54,0.67,0.67,0.81,0.67,0.67,0.29,0.35,0.44,0.67,1.00"
"wacky hair day ideas for short hair";"90";"82.56";"0.00";"http://hairstylefoto.com/crazy-hair-day-ideas-for-boys/";"0.00";"0.08";"18100000";"0.19,0.08,0.12,0.03,0.12,1.00,0.02,0.07,0.02,0.05,0.05,0.19"
"simple half up half down hairstyles for long hair";"40";"84.01";"0.00";"http://hairstylefoto.com/half-up-half-down-hairstyles-for-long-hair/";"0.00";"0.14";"6220000";"0.71,0.29,0.29,1.00,0.29,0.43,0.57,0.14,0.57,0.14,1.00,0.29"
"black female haircuts";"140";"84.35";"1.16";"http://hairstylefoto.com/black-female-mohawk-hairstyles/";"0.00";"0.13";"50500000";"1.00,0.65,0.65,0.82,1.00,1.00,0.82,0.82,0.82,1.00,1.00,1.00"
"mens hair tumblr";"210";"50.23";"0.23";"http://hairstylefoto.com/short-hairstyles-for-mens-tumblr/";"0.00";"0.05";"0";"1.00,0.81,1.00,0.65,0.65,0.81,0.81,0.65,0.54,0.65,0.65,0.65"
"pirate girl hairstyles";"50";"76.75";"0.00";"http://hairstylefoto.com/pirate-hairstyles-for-long-hair/";"0.00";"0.00";"6700000";"0.03,0.09,0.06,0.06,0.06,0.09,0.28,1.00,0.03,0.03,0.03,0.03"
"short hair texturizer styles";"40";"82.49";"0.00";"http://hairstylefoto.com/texturizer-for-short-hair/";"0.00";"0.87";"141000";"0.71,0.57,0.71,1.00,1.00,0.57,0.57,0.43,0.57,0.43,0.43,0.43"
"27 piece hairstyles";"4400";"69.72";"0.36";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.00";"0.15";"972000";"0.55,0.55,0.82,1.00,1.00,0.44,0.55,0.55,0.44,1.00,0.67,0.44"
"boy haircuts for thick hair";"170";"80.70";"0.07";"http://hairstylefoto.com/boys-haircuts-for-thick-hair/";"0.00";"0.06";"3750000";"0.36,0.23,0.18,0.08,0.10,0.23,0.28,0.67,1.00,0.67,0.67,0.54"
"natural hair braided updos";"170";"88.47";"0.00";"http://hairstylefoto.com/short-braided-hairstyles-for-natural-hair/";"0.00";"0.03";"1180000";"0.18,0.54,0.82,1.00,0.54,0.23,0.67,0.44,0.36,0.28,0.28,0.13"
"feathered short hairstyles";"110";"69.71";"0.00";"http://hairstylefoto.com/short-feathered-haircuts/";"0.00";"0.14";"643000";"0.82,1.00,0.82,0.24,0.82,0.82,0.65,0.65,0.24,0.41,0.41,0.65"
"images boys haircuts";"30";"79.96";"0.00";"http://hairstylefoto.com/images-of-boys-haircuts/";"0.00";"0.02";"4700000";"0.50,0.50,1.00,0.75,0.75,1.00,0.50,0.50,0.50,0.75,0.50,0.75"
"hairstyles for pear shaped faces";"70";"78.58";"0.00";"http://hairstylefoto.com/short-hairstyles-for-pear-shaped-faces/";"0.00";"0.04";"496000";"1.00,0.24,0.67,0.33,0.81,0.24,0.14,0.24,0.33,0.14,0.19,0.14"
"short layered angled bob haircut";"10";"80.74";"0.00";"http://hairstylefoto.com/long-layered-angled-bob/";"0.00";"0.02";"1320000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"cute bob sew ins";"480";"82.42";"0.00";"http://hairstylefoto.com/short-bob-sew-in-weave-hairstyles/";"0.00";"0.03";"0";"0.48,0.32,0.72,1.00,0.72,0.32,0.32,0.26,0.26,0.39,0.59,0.32"
"little black girls with braids";"70";"82.78";"0.00";"http://hairstylefoto.com/braid-styles-for-little-black-girls/";"0.00";"0.08";"1610000";"0.16,0.16,0.28,0.12,0.28,0.03,0.06,0.22,0.06,1.00,1.00,0.16"
"school girls hairstyles";"10";"83.48";"0.00";"http://hairstylefoto.com/short-hairstyles-for-school-girls/";"0.00";"0.10";"11300000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"pixie haircut with long sides";"10";"80.49";"0.00";"http://hairstylefoto.com/pixie-cut-short-sides/";"0.00";"0.09";"3040000";"0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
"hairstyles for black women with long faces";"20";"78.07";"0.00";"http://hairstylefoto.com/hairstyles-for-black-women-with-long-faces/";"0.00";"0.00";"1850000";"0.50,0.50,0.50,1.00,1.00,1.00,0.50,1.00,0.50,0.50,1.00,1.00"
"short short bob haircuts";"30";"84.37";"0.00";"http://hairstylefoto.com/back-of-short-bob-hairstyles/";"0.00";"0.33";"3810000";"0.22,0.44,0.22,0.33,0.33,0.44,0.44,1.00,0.56,0.22,0.22,0.22"
"short stacked hairstyles for women";"20";"75.17";"0.00";"http://hairstylefoto.com/short-stacked-hairstyles-for-thick-hair/";"0.00";"0.24";"0";"0.33,1.00,1.00,0.67,0.33,0.67,0.67,0.33,0.33,0.33,0.33,0.33"
"long weaves with bangs";"30";"76.66";"0.00";"http://hairstylefoto.com/long-weave-hairstyles-with-bangs/";"0.00";"0.12";"9150000";"0.71,1.00,0.29,0.43,0.29,0.57,0.57,0.57,0.57,0.29,0.14,0.29"
"side cut bangs long hair";"10";"86.55";"0.00";"http://hairstylefoto.com/layered-hairstyles-for-long-hair-with-side-swept-bangs/";"0.00";"0.00";"1560000";"1.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50"
"short black african american hairstyles";"50";"83.89";"0.00";"http://hairstylefoto.com/african-american-black-short-hairstyles-2012/";"0.00";"0.13";"3510000";"1.00,1.00,0.71,0.71,0.43,0.71,0.57,0.71,0.57,0.57,0.71,0.57"
"shoulder length haircuts without bangs";"20";"72.20";"0.00";"http://hairstylefoto.com/short-haircuts-without-bangs/";"0.00";"0.04";"1440000";"1.00,1.00,0.67,0.67,0.33,1.00,0.33,0.33,0.33,0.33,0.67,0.67"
"short choppy hairstyles for over 50";"90";"79.71";"1.26";"http://hairstylefoto.com/short-choppy-hairstyles-over-40/";"0.00";"0.35";"0";"0.57,0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71"
"short bob with short fringe";"70";"76.98";"0.00";"http://hairstylefoto.com/short-bob-with-fringe/";"0.00";"0.00";"2990000";"0.43,0.14,0.14,0.14,0.57,0.14,0.14,1.00,0.29,0.14,0.57,0.14"
"hairstyle before and after";"20";"84.90";"1.64";"http://hairstylefoto.com/before-and-after-short-haircuts/";"0.00";"0.04";"2080000";"1.00,0.75,0.50,0.25,0.75,0.50,0.50,0.25,0.25,0.75,0.50,0.75"
"modern pin up hairstyles";"30";"82.69";"0.00";"http://hairstylefoto.com/pin-up-hairstyles-long-hair/";"0.00";"0.05";"7240000";"1.00,0.50,1.00,1.00,1.00,1.00,0.75,1.00,1.00,0.75,0.75,0.50"
"bob hairstyles with tracks";"70";"76.55";"0.00";"http://hairstylefoto.com/short-weave-bob-hairstyles/";"0.00";"0.12";"959000";"0.50,0.36,0.36,0.29,0.36,0.50,0.50,0.36,0.29,0.50,1.00,0.79"
"short haircuts for women of color";"170";"83.08";"1.00";"http://hairstylefoto.com/short-hairstyles-for-women-of-color/";"0.00";"0.17";"2880000";"1.00,0.66,0.28,0.34,0.81,1.00,0.22,0.22,0.34,0.44,0.44,0.44"
"easy hairstyle for medium hair for school";"10";"83.37";"0.00";"http://hairstylefoto.com/easy-hairstyles-for-long-hair-for-school/";"0.00";"0.00";"1650000";"1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00"
"cornrow styles for short natural hair";"140";"85.08";"0.01";"http://hairstylefoto.com/cornrow-hairstyles-for-short-natural-hair/";"0.00";"0.29";"801000";"0.28,0.22,0.44,0.66,1.00,0.81,0.34,0.44,0.28,0.12,0.22,0.22"
"choppy curly haircuts";"90";"72.31";"0.00";"http://hairstylefoto.com/short-choppy-curly-hairstyles/";"0.00";"0.08";"846000";"0.44,0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78"
"hairstyles for medium hair wedding";"20";"88.83";"0.00";"http://hairstylefoto.com/wedding-hairstyles-medium-short-hair/";"0.00";"0.08";"1160000";"0.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33,0.33,0.33,0.33"
"black women natural short haircuts";"50";"79.62";"3.40";"http://hairstylefoto.com/short-haircuts-for-black-women-with-natural-hair/";"0.00";"0.24";"4090000";"0.78,0.56,0.44,0.78,0.78,0.78,0.33,0.56,0.56,1.00,1.00,0.22"
"hairstyles for curly hair male";"20";"82.11";"0.00";"http://hairstylefoto.com/long-curly-hair-male/";"0.00";"0.00";"12500000";"0.33,1.00,1.00,0.33,0.67,0.67,0.33,0.67,0.67,0.33,0.67,0.67"
"hairstyle books";"210";"70.33";"1.00";"http://hairstylefoto.com/black-hairstyle-books/";"0.00";"0.94";"22400000";"1.00,0.81,0.54,0.65,0.81,0.81,0.54,0.65,0.81,0.81,0.81,0.65"
"best hairstyle for 50 year old woman";"50";"82.67";"1.22";"http://hairstylefoto.com/short-hairstyles-for-over-50-year-old-woman/";"0.00";"0.15";"7940000";"1.00,0.71,0.71,1.00,0.57,0.71,0.71,1.00,0.57,0.71,1.00,0.71"
"african american sew in styles";"50";"77.13";"0.00";"http://hairstylefoto.com/black-sew-in-weave-hairstyles/";"0.00";"0.11";"1600000";"0.21,1.00,0.64,0.29,0.64,0.64,0.21,0.07,0.14,0.14,0.50,0.50"
"layer cut hairstyle for round face";"20";"86.34";"0.00";"http://hairstylefoto.com/long-layered-haircuts-for-round-faces/";"0.00";"0.08";"5920000";"0.20,1.00,0.40,0.20,0.20,0.20,0.40,0.20,0.20,0.20,0.40,0.20"
"renaissance hairstyles for medium hair";"70";"65.69";"0.00";"http://hairstylefoto.com/renaissance-hairstyles-for-short-hair/";"0.00";"0.08";"1180000";"0.33,0.33,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.33"
"boys haircuts long bangs";"40";"81.01";"7.58";"http://hairstylefoto.com/boys-haircuts-with-bangs/";"0.00";"0.04";"3990000";"1.00,0.44,0.33,1.00,0.33,0.33,0.11,0.56,0.11,0.78,0.78,0.44"
"baby braiding hairstyles";"50";"83.67";"0.07";"http://hairstylefoto.com/baby-girl-braid-hairstyles/";"0.00";"0.30";"3630000";"0.56,0.56,0.56,0.56,1.00,0.56,0.56,0.78,0.78,0.33,0.33,0.56"
"black ladies hairstyles";"170";"85.42";"0.46";"http://hairstylefoto.com/black-ladies-hairstyle/";"0.00";"0.09";"5270000";"0.54,0.54,1.00,0.65,0.81,0.54,0.35,0.27,0.65,0.65,0.81,0.81"
"female hairstyle 2014";"10";"82.22";"0.00";"http://hairstylefoto.com/black-female-short-hairstyles-2014/";"0.00";"0.00";"56600000";"1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00"
"best haircuts for boys";"320";"81.79";"6.01";"http://hairstylefoto.com/best-haircuts-for-boys/";"0.00";"0.12";"4750000";"0.54,0.54,0.54,0.67,0.67,0.67,0.54,0.54,0.67,0.67,0.67,1.00"
"how to style a pixie cut black hair";"30";"84.52";"0.00";"http://hairstylefoto.com/pixie-cut-black-hair/";"0.00";"0.02";"7390000";"0.80,0.60,0.20,0.60,1.00,1.00,0.80,0.40,0.40,0.20,0.60,0.60"
"how to style a pixie cut black hair";"30";"84.52";"0.00";"http://hairstylefoto.com/pixie-haircut-black-hair/";"0.00";"0.02";"7390000";"0.80,0.60,0.20,0.60,1.00,1.00,0.80,0.40,0.40,0.20,0.60,0.60"
"nice up dos";"10";"85.01";"0.00";"http://hairstylefoto.com/nice-updo-hairstyles-for-long-hair/";"0.00";"0.00";"932000";"0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50"
"flattering haircuts for long faces";"40";"86.51";"0.00";"http://hairstylefoto.com/flattering-hairstyles-for-long-faces/";"0.00";"0.20";"1560000";"0.43,0.57,0.71,0.14,0.43,0.43,0.43,1.00,0.71,0.71,0.71,0.14"
"1920s ladies hairstyles";"10";"75.31";"0.00";"http://hairstylefoto.com/1920s-hairstyles-for-short-hair/";"0.00";"0.00";"865000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"1920s ladies hairstyles";"10";"75.31";"0.00";"http://hairstylefoto.com/1920s-long-hairstyles/";"0.00";"0.00";"865000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"short hairstyles for middle age women";"70";"84.30";"0.00";"http://hairstylefoto.com/short-hairstyles-for-middle-aged-women/";"0.00";"0.31";"893000";"0.56,0.44,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00"
"black female afro hairstyles";"10";"87.29";"0.00";"http://hairstylefoto.com/black-female-afro-hairstyles/";"0.00";"0.19";"11900000";"1.00,0.50,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00"
"medium length with layers";"140";"82.59";"0.00";"http://hairstylefoto.com/medium-length-hair-long-layers/";"0.00";"0.04";"2060000";"0.67,0.67,0.52,0.67,0.67,0.81,0.81,0.43,0.52,0.67,0.81,1.00"
"mens haircut long top short sides";"90";"75.25";"0.00";"http://hairstylefoto.com/mens-hairstyles-long-on-top-short-sides-and-back/";"0.00";"0.00";"3590000";"0.10,0.14,0.43,0.19,0.81,1.00,0.24,0.10,0.24,0.14,0.14,0.14"
"big curl hairstyles for long hair";"10";"80.87";"0.00";"http://hairstylefoto.com/big-curl-hairstyles-for-long-hair/";"0.00";"0.02";"4730000";"0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,1.00,0.67,0.33"
"bangs with blonde hair";"20";"85.02";"0.00";"http://hairstylefoto.com/long-blonde-hair-with-bangs/";"0.00";"0.00";"15500000";"0.67,0.33,0.33,0.33,0.67,0.67,0.33,0.33,0.67,0.33,1.00,1.00"
"indian women hair style";"90";"85.89";"0.00";"http://hairstylefoto.com/long-hairstyles-for-indian-women/";"0.00";"0.05";"16400000";"0.22,0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33"
"black prom hairstyles updos";"30";"81.06";"0.27";"http://hairstylefoto.com/black-prom-hairstyles-updos/";"0.00";"0.11";"1470000";"1.00,1.00,0.44,0.22,0.11,0.11,0.22,0.11,0.11,0.22,0.33,0.33"
"do it yourself hairstyles long hair";"20";"81.01";"0.00";"http://hairstylefoto.com/do-it-yourself-hairstyles-long-hair/";"0.00";"0.21";"4510000";"0.25,0.75,0.75,0.50,1.00,0.75,0.50,0.25,0.25,0.50,0.25,0.50"
"blue ends";"140";"90.02";"0.00";"http://hairstylefoto.com/black-hair-with-blue-ends/";"0.00";"0.04";"322000000";"0.30,0.44,0.30,0.12,0.30,0.16,0.19,0.36,0.82,0.55,0.55,1.00"
"sexiest hairstyle";"20";"87.55";"0.00";"http://hairstylefoto.com/sexiest-hairstyles-for-long-hair/";"0.00";"0.01";"875000";"0.50,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,0.50,1.00,0.50"
"black short hairstyles 2015";"2900";"80.18";"0.82";"http://hairstylefoto.com/black-women-short-hairstyles-2015/";"0.00";"0.13";"3560000";"0.55,1.00,0.36,0.24,0.44,1.00,0.44,0.29,0.15,0.15,0.24,0.29"
"easy casual updos";"210";"85.65";"1.03";"http://hairstylefoto.com/easy-casual-updos-for-long-hair/";"0.00";"0.07";"1410000";"0.44,0.53,0.66,0.53,1.00,0.81,0.81,0.66,0.53,0.53,0.66,0.66"
